date,n1,n2,n3,n4,n5,n6
2024-04-22,1,8,10,13,17,32
2024-04-25,1,5,20,24,29,39
2024-04-29,4,13,21,34,42,43
2024-05-02,4,12,22,26,33,36
2024-05-06,3,10,23,26,33,39
2024-05-09,6,9,11,14,18,43
2024-05-13,4,17,20,21,26,35
2024-05-16,1,6,10,25,26,34
2024-05-20,3,6,16,22,25,34
2024-05-23,12,30,31,33,35,40
2024-05-27,4,36,39,40,41,43
2024-05-30,3,5,21,31,32,34
2024-06-03,12,14,28,32,33,42
2024-06-06,5,28,33,34,35,43
2024-06-10,1,7,8,22,31,35
2024-06-13,1,3,5,24,27,43
2024-06-17,16,19,25,31,41,43
2024-06-20,5,10,11,25,30,37
2024-06-24,3,7,14,18,32,41
2024-06-27,9,21,31,37,38,40
2024-07-01,9,11,15,32,34,38
2024-07-04,9,10,14,18,28,41
2024-07-08,3,9,10,12,27,38
2024-07-11,3,7,10,21,35,43
2024-07-15,3,14,29,30,32,35
2024-07-18,7,9,10,11,15,19
2024-07-22,8,10,14,15,18,19
2024-07-25,19,20,22,35,40,42
2024-07-29,4,27,34,35,36,41
2024-08-01,15,22,25,26,34,35
2024-08-05,9,17,21,25,30,38
2024-08-08,2,7,14,16,36,41
2024-08-12,9,15,17,20,33,38
2024-08-15,20,22,23,25,33,35
2024-08-19,1,6,9,24,30,35
2024-08-22,9,12,33,35,37,39
2024-08-26,11,12,31,32,35,43
2024-08-29,6,9,11,15,16,23
2024-09-02,3,16,17,23,32,40
2024-09-05,1,7,16,19,22,34
2024-09-09,3,14,15,31,35,38
2024-09-12,1,4,12,25,26,29
2024-09-16,5,10,35,37,38,40
2024-09-19,2,10,15,24,34,41
2024-09-23,13,17,18,32,36,37
2024-09-26,9,12,24,25,30,33
2024-09-30,9,11,15,20,39,42
2024-10-03,17,21,24,31,32,42
2024-10-07,9,15,20,31,38,40
2024-10-10,19,22,35,37,38,40
2024-10-14,4,5,8,25,26,42
2024-10-17,2,8,19,25,28,34
2024-10-21,2,4,5,15,18,35
2024-10-24,13,16,33,36,40,42
2024-10-28,6,12,14,30,37,42
2024-10-31,1,14,19,24,27,38
2024-11-04,6,25,27,32,39,40
2024-11-07,1,3,5,9,16,17
2024-11-11,7,11,21,23,27,36
2024-11-14,5,12,13,15,33,41
2024-11-18,14,16,19,20,27,28
2024-11-21,20,22,24,25,40,42
2024-11-25,6,7,10,16,20,22
2024-11-28,15,26,28,32,34,37
2024-12-02,5,9,10,15,27,34
2024-12-05,5,12,15,19,30,32
2024-12-09,9,16,24,33,37,40
2024-12-12,2,12,13,16,21,23
2024-12-16,2,5,19,20,21,27
2024-12-19,12,23,30,34,39,41
2024-12-23,8,10,12,22,29,30
2024-12-26,7,29,35,36,39,40
2024-12-30,7,16,20,23,24,34
2025-01-02,6,18,22,25,36,39
2025-01-06,2,12,18,19,26,39
2025-01-09,3,15,28,32,38,41
2025-01-13,9,16,20,35,37,43
2025-01-16,9,13,27,32,40,43
2025-01-20,5,9,14,17,34,42
2025-01-23,20,21,23,28,35,41
2025-01-27,7,12,21,25,32,35
2025-01-30,3,12,15,17,26,40
2025-02-03,7,11,21,23,39,40
2025-02-06,1,7,16,28,33,42
2025-02-10,4,10,13,23,27,29
2025-02-13,4,11,16,29,33,40
2025-02-17,11,19,28,29,33,37
2025-02-20,10,12,30,34,35,37
2025-02-24,3,6,16,22,26,33
2025-02-27,9,12,21,22,27,41
2025-03-03,1,2,6,10,12,15
2025-03-06,6,11,13,21,23,24
2025-03-10,14,20,33,35,36,43
2025-03-13,15,17,22,25,34,40
2025-03-17,8,9,11,12,23,25
2025-03-20,3,7,28,30,32,41
2025-03-24,11,21,24,27,28,30
2025-03-27,8,16,24,29,30,36
2025-03-31,2,7,9,21,30,34
2025-04-03,10,11,12,15,16,21
2025-04-07,3,9,18,24,26,33
2025-04-10,5,27,29,35,39,42
2025-04-14,5,10,18,23,26,40
2025-04-17,1,17,23,36,37,41
2025-04-21,4,30,34,36,40,41
2025-04-24,5,22,31,32,36,42
2025-04-28,6,10,15,17,20,43
2025-05-01,4,7,19,21,22,36
2025-05-05,13,30,36,38,41,42
2025-05-08,4,6,9,10,21,40
2025-05-12,6,7,11,14,35,37
2025-05-15,4,9,17,25,30,37
2025-05-19,13,16,23,32,37,43
2025-05-22,15,18,24,32,35,42
2025-05-26,1,6,13,20,22,33
2025-05-29,11,12,13,20,22,43
2025-06-02,5,7,9,17,34,43
2025-06-05,4,28,30,32,33,37
2025-06-09,20,22,27,31,32,41
2025-06-12,7,18,19,28,29,30
2025-06-16,2,3,4,17,32,42
2025-06-19,11,15,17,23,26,35
2025-06-23,1,2,6,19,27,42
2025-06-26,1,5,12,19,25,36
2025-06-30,4,13,14,20,25,31
2025-07-03,13,22,24,28,34,42
2025-07-07,11,17,19,26,30,35
2025-07-10,1,6,13,16,24,39
2025-07-14,9,14,18,24,36,40
2025-07-17,5,6,9,11,20,41
2025-07-21,8,9,13,15,22,36
2025-07-24,4,23,24,25,40,43
2025-07-28,10,21,31,38,41,42
2025-07-31,3,7,15,22,24,32
2025-08-04,12,18,20,32,34,39
2025-08-07,6,12,21,22,24,28
2025-08-11,10,15,21,27,29,42
2025-08-14,3,9,11,15,17,39
2025-08-18,1,14,20,25,30,36
2025-08-21,1,2,9,20,25,34
2025-08-25,2,3,6,24,38,39
2025-08-28,13,14,16,27,31,33
2025-09-01,3,4,5,10,24,25
2025-09-04,3,22,23,29,36,39
2025-09-08,2,19,25,28,29,33
2025-09-11,5,26,29,30,32,40
2025-09-15,5,11,23,27,28,33
2025-09-18,6,14,16,24,38,40
2025-09-22,2,24,25,34,39,42
2025-09-25,9,10,21,23,26,30
2025-09-29,2,8,24,30,31,33
2025-10-02,14,17,20,21,28,36
2025-10-06,1,3,4,5,10,19
2025-10-09,2,8,39,40,41,43
2025-10-13,7,8,18,20,24,41
2025-10-16,24,31,34,38,39,40
2025-10-20,9,24,29,31,36,40
2025-10-23,4,12,13,18,38,41
2025-10-27,8,18,26,29,30,41
2025-10-30,18,19,23,26,33,40
2025-11-03,12,13,20,24,25,28
2025-11-06,16,18,20,24,27,38
2025-11-10,2,4,10,16,31,32
2025-11-13,8,11,12,16,17,43
2025-11-17,2,4,13,23,30,42
2025-11-20,3,8,20,23,38,41
2025-11-24,11,14,34,35,41,43
2025-11-27,5,13,16,28,29,35
2025-12-01,1,3,10,13,38,40
2025-12-04,11,19,21,30,32,34
2025-12-08,2,15,18,32,39,43
2025-12-11,8,12,16,31,41,42
2025-12-15,7,13,14,17,29,38
2025-12-18,10,23,25,29,39,41
2025-12-22,6,8,17,29,34,43
2025-12-25,1,5,8,18,25,41
2025-12-29,10,22,25,29,38,40
2026-01-01,14,19,20,22,27,30
2026-01-05,2,3,8,10,25,42
2026-01-08,31,34,35,37,40,41
2026-01-12,6,26,35,37,38,43
2026-01-15,2,5,11,12,14,34
2026-01-19,1,3,8,11,22,26
2026-01-22,4,6,10,27,39,41
2026-01-26,2,11,22,28,29,30
2026-01-29,7,8,10,24,32,36
2026-02-02,9,15,22,27,39,40
2026-02-05,2,11,13,27,34,37
2026-02-09,1,8,27,29,30,40
2026-02-12,12,18,30,31,36,42
2026-02-16,11,13,16,19,24,29
2026-02-19,4,10,12,14,19,32
2026-02-23,8,13,18,20,23,26
2026-02-26,1,23,25,32,35,42
2026-03-02,1,16,25,27,28,34
2026-03-05,4,6,25,32,36,42
2026-03-09,3,6,8,16,23,32
2026-03-12,9,15,24,26,27,35
2026-03-16,6,11,19,32,34,39
2026-03-19,3,14,15,19,27,38
2026-03-23,7,10,14,18,25,31
2026-03-26,1,16,23,24,26,29
2026-03-30,1,3,5,16,20,28
2026-04-02,7,16,22,24,40,43
2026-04-06,7,8,24,27,33,42
2026-04-09,5,14,19,39,41,43
2026-04-13,20,28,31,35,38,42
2026-04-16,2,6,8,12,29,38
2026-04-20,6,11,19,31,32,38
2026-04-23,11,23,28,33,34,35
2026-04-27,1,15,17,41,42,43
2026-04-30,4,6,16,18,19,34
2026-05-04,17,24,26,27,29,32
2026-05-07,11,17,23,29,38,42
2026-05-11,9,12,15,20,22,31
2026-05-14,3,9,23,30,34,38
2026-05-18,4,6,13,16,22,38
2026-05-21,7,9,14,28,34,41
2026-05-25,3,7,17,27,39,41
2026-05-28,2,9,11,25,29,37
2026-06-01,1,4,12,16,18,21
2026-06-04,3,6,19,21,32,33
2026-06-08,10,21,22,25,26,32
2026-06-11,4,6,11,28,29,34
2026-06-15,8,17,18,19,20,24
2026-06-18,8,11,20,26,30,43
2026-06-22,1,3,9,21,22,33
2026-06-25,10,15,16,21,36,40
2026-06-29,3,10,22,26,31,38
2026-07-02,3,14,23,26,30,31
2026-07-06,10,11,15,17,31,34
2026-07-09,1,5,18,36,39,41
2026-07-13,2,5,10,15,24,25
2026-07-16,4,18,24,38,39,42
2026-07-20,5,10,14,21,26,29
2026-07-23,12,14,26,31,33,42
2026-07-27,2,24,32,33,37,39
2026-07-30,7,11,14,16,21,32
2026-08-03,10,18,19,31,35,38
2026-08-06,1,9,12,17,25,39
2026-08-10,1,8,13,23,38,41
2026-08-13,1,4,10,18,28,43
2026-08-17,1,8,10,12,35,41
2026-08-20,8,11,18,19,23,42
2026-08-24,8,16,21,22,34,41
2026-08-27,3,7,17,36,40,41
2026-08-31,1,4,18,35,41,42
2026-09-03,6,8,9,17,19,25
2026-09-07,7,12,19,22,32,43
2026-09-10,7,23,24,30,37,39
